,Rating,Reviews
4753,5,"Phone in great shape, the packaging was great the devilery was very fast and I did not have any problems with the order."
4754,5,"good producto,,, buen buen excellente precio,, rapido envio,,, excellente servicio, empaque adecuado no muy grande y si pequeño,buena comunicacion e informacion del articulo"
4755,3,It doesn't said that this phone is locked. It would be good if amazon described it to let the customer the understand the product well
4756,5,"This phone shipped faster than I thought it would and I was very glad! (:It arrived in very good condition, just as it was described and I have had no problems with this product(:I would definitely buy from this seller again!GodBlessxoxo"
4757,1,I got this phone for a friend and it was absolutely terrible. There were scratches all over it. Took it to many different companies and none of them knew how to fix it. Couldnt set up to call anyone or basically do anything with it. I am hoping that he will give me a refund for it. The seller had better.
4758,5,I liked this Iphone because it arrived the way it was described.I had had other phones and to be honest this one is much better because of the price.
4759,1,phone was damaged so bad it could not be used i was blamed for the damage it was not unlocked as promised either i was refused a refund
4760,1,Battery was utter bad. the was battery was getting dried up every 1 one hour.. Also they said that phone was new but when we went to apple store they told that this was phone was refurbished..
4761,1,Ir always freezes and.never.worked bad article and is too sloowe. Never works good. Always trying turning ir.up and never comes ok without freezing ir stocking
4762,5,Got it used off of Amazon and it worked great. Easy to use. Loved it.Eventually sold it to by the iPhone 5
4763,5,I ordered this phone not realizing that the 3G would not work with Verizon even thought the Seller clearly stated it would not in his description. After a trip to the Verizon store I contacted the Seller and he approved my return and within hours of receiving it back had credited my account. I can't thank him enough. In addition when the phone arrived it looked like a brand new one that had never been used. He included a few accessories that were not mentioned in the description and it arrived within just days of my order. Excellent Seller to do business with and I would highly recommend him.
4764,1,"I purchsed this phone because I wanted to see what it was like in the ""iPhone"" world. Well, let's just say I learned my lesson and I've came to the conclusion that I'd rather have a good ole' Samsung. The phone was NOT unlocked when I got it, I had to pay to have a guy at an authorized dealer unlock it for me. When he unlocked the phone my contacts and my photos disappeared. He really unlocked it_@ this point I had to start from scratch as if the phone was brand new. After speaking with 2 people at TMobile about operating iTunes, I went to download my apps (some of which I pay monthly for) I was informed that my iPhone 3 was not compatible. So at this point, I've put out more money than I anticipated, including the apps that I pay monthly for, and I can't do anything but talk and text. Even picture messaging takes forever and I have to ask for a wifi password everything I go. This was devastating because I really didn't want to request a refund simply because the seller was nice. I advise anyone who's planning to purchase an iPhone 3, DON'T. Just take a step up and spend a little more to get a newer model to prevent yourself from going through what I'm going through. Everything was good when I purchased the phone, I even received the phone in a timely mannerut as soon as I placed my SIM into the device, it was downhill from there. It's just a huge inconvenience. I'm so sad."
4765,1,I get a broken phone with smell of glue in it. I send it back to get money or another phone but I did not get anything. Whaiting for one year...
4766,2,"In the beginning I liked it, but then I lost the unblocking stuff when I connected it to the web and i couldn'y use it any more. It's in my desk as decoration."
4767,2,"Did not work, should be unlock take it to about 3 sims card other carriers but none could get it to work overseas."
4768,5,"This is my first iPhone. Of course, it is the pre-pre-previous edition, compared to the now available iPhone 5, but to me, it has not the slightest notion of being old or outdated. For nearly ten years I used a Sony-Ericsson T610, which served me great and is still functioning after so many years. But, being an avid iPad user, I felt it was time to switch worlds, and a used iPhone 3GS is the best I could afford. Setup was so easy, and it works like magic. This is like a great-grandfather that can do somersaults and is up to date with all the latest tricks. I can definitely recommend it, without the slightest reservations."
4769,2,"it is not unlocked. i gotta unlock it to be able to used my simple mobile phone.. although the phone works very good, but the seller said it was unlocked, when it is not."
4770,5,"I know nothing about technology and this company went out of their way to make sure the 3g iPhone ordered was what I wanted and needed. With their help, I got the phone connected to the ""Straight Talk"" service from Walmart I wanted to use. (Though more than one person told me it couldn't be done.) I love the phone and look forward to doing business with this company again. They answered my questions with information I could understand. The phone works great, and I love being able to connect to the internet when away from home. I can find addresses and travel routes from anywhere I get a signal."
4771,1,The best advice one may receive is do not ever buy a cell phone online. For all intensive purposes it is now illegal for Verizon Wireless to put their SIM card into an iPhone at the store. It makes no sense but trust me just don't do it. The iPhone 4S is way better anyway
4772,1,"I received the phone in a box that looked like it was an Apple manufactured iphone. It was purchased as a birthday gift for my husband. Within a week or so, he noticed that the battery life was very short and that the phone kept cutting off on him. He took the phone into the Apple store. At the Genius Bar, he was specifically told that the battery was somehow not compatible with the phone itself (the serial numbers did not sync up...the phone's serial number was completely differently from the battery's); and that all of the icons on the screen appeared to have been ""downloaded"" instead of actually being manufactured that way. BUYER BEWARE!!! Needless to say, the phone is being returned!!!"
4773,3,"Ok when i got this it was in great condition. and it looked like it was barely used. but then as i was using it i realized that the silence/loud switch doesnt work, and neither does the location service, which made it really hard to get directions and i really needed that. but however it was very fast, there was no problem with the usb port or headphone jack, but it dropped a lot of calls. so i'm giving it a generous 3 stars but i wouldn't recommend it to others."
